Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
_SPXTRD,S&P 500 Total Return Index (w/GFD extension),Total Return Indices - Stocks,United States Dollar,United States,,,,,,,Index Number ,Units,Stock,none,Monthly From Jan 1871 To Dec 1987<BR>Daily From Jan 1988 To Oct 2021<BR>,"Because of the large change in prices, during the early 1800s, the closes for the index are placed in the ""high"" column multiplied by 1000 so these numbers can be read. For data prior to 1871, please see the file GFUS100MRM.<br />The S&P Total Return Indices have different bases from the price indices.  In most cases, S&P uses the value of the index when it started to calculate daily total returns as the base for the total return index. The base for the S&P 500 Composite is January 4, 1988 = 255.94; the base for the S&P 100 OEX is January 4, 1988 = 124.03; the base for the S&P 400 Midcap is June 28, 1991 = 120.57; the base for the S&P 600 Small Cap is December 31, 1993 = 100; the base for the S&P 1500 Supercomposite is December 31, 1994 = 100; the base for the S&P/Barra 500 Value Index is August 31, 1993 = 216.58; and the base for the S&P/Barra 500 Growth Index is August 31, 1993 = 257.29.  <br /> The S&P 500 Total Return Index is based upon GFD calculations of total returns before 1971. These are estimates by GFD to calculate the values of the S&P Composite before 1971 and are not official values.  For data from 1800 to 1870, the US Stock Market Index Composite calculated by GFD is used for the price portion of the index.  The GFD Railroad Index is used from 1834 to 1870 using the total return calculations for this index.  Since no direct information is available concerning dividends prior to 1834, we assumed that the dividend yield was equal to 1% more than the yield on the long-term bond since our research showed that stocks had a 1% equity premium over long-term bonds over the course of the nineteenth century.  Beginning in 1871, data are available for stock dividends for the S&P Composite from the Cowles Commission and from S&P itself.  We used this data to calculate total returns for the S&P Composite using the S&P Composite Price Index and dividend yields through 1970, official monthly numbers from 1971 to 1987 and official daily data from 1988 on.",,Split adjusted.
Date,Ticker,Open,Close
01/31/1871,_SPXTRD,0.0182855507,0.0182855507
02/28/1871,_SPXTRD,0.0186269024,0.0186269024
03/31/1871,_SPXTRD,0.0191754058,0.0191754058
04/30/1871,_SPXTRD,0.0198299453,0.0198299453
05/31/1871,_SPXTRD,0.0203837178,0.0203837178
06/30/1871,_SPXTRD,0.0203121158,0.0203121158
07/31/1871,_SPXTRD,0.0200317539,0.0200317539
08/31/1871,_SPXTRD,0.020328947,0.020328947
09/30/1871,_SPXTRD,0.0206272985,0.0206272985
10/31/1871,_SPXTRD,0.019654402,0.019654402
11/30/1871,_SPXTRD,0.0199558144,0.0199558144
12/31/1871,_SPXTRD,0.0205263669,0.0205263669
01/31/1872,_SPXTRD,0.0211055405,0.0211055405
02/29/1872,_SPXTRD,0.0213092741,0.0213092741
03/31/1872,_SPXTRD,0.0220563396,0.0220563396
04/30/1872,_SPXTRD,0.0228070956,0.0228070956
05/31/1872,_SPXTRD,0.0229045959,0.0229045959
06/30/1872,_SPXTRD,0.0227827167,0.0227827167
07/31/1872,_SPXTRD,0.0227156173,0.0227156173
08/31/1872,_SPXTRD,0.0225496059,0.0225496059
09/30/1872,_SPXTRD,0.0223307082,0.0223307082
10/31/1872,_SPXTRD,0.0225031179,0.0225031179
11/30/1872,_SPXTRD,0.0225613067,0.0225613067
12/31/1872,_SPXTRD,0.0231861052,0.0231861052
01/31/1873,_SPXTRD,0.0234692767,0.0234692767
02/28/1873,_SPXTRD,0.0238128496,0.0238128496
03/31/1873,_SPXTRD,0.0237071106,0.0237071106
04/30/1873,_SPXTRD,0.0234912796,0.0234912796
05/31/1873,_SPXTRD,0.0236804101,0.0236804101
06/30/1873,_SPXTRD,0.0235225385,0.0235225385
07/31/1873,_SPXTRD,0.0236005213,0.0236005213
08/31/1873,_SPXTRD,0.0237379943,0.0237379943
